game_pk,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9,home_bp_era_rolling_5,away_bp_era_rolling_5,home_bp_era_rolling_10,away_bp_era_rolling_10,home_bp_whip_rolling_5,away_bp_whip_rolling_5,home_bp_whip_rolling_10,away_bp_whip_rolling_10,home_bp_k_per_9_rolling_5,away_bp_k_per_9_rolling_5,home_bp_k_per_9_rolling_10,away_bp_k_per_9_rolling_10,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10,home_bp_hr_per_9_rolling_10,away_bp_hr_per_9_rolling_10,home_bp_bb_per_9_rolling_5,away_bp_bb_per_9_rolling_5
566083,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566084,6.0,3.0,3,2,0.5,0.67,4,3,0.67,1.0,4,2,0.67,0.67,7,4,1.17,1.33,1,1,0.17,0.33,6.0,9.0,1.17,1.33,10.5,12.0,1.75,2.0,1.5,3.0,6.0,6.0,6.0,9.0,6.0,9.0,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.3333333333333333,10.5,12.0,10.5,12.0,1.75,2.0,1.75,2.0,1.5,3.0,6.0,6.0
567552,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
567359,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
567059,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566962,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566864,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566763,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566664,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
567456,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566275,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566086,13.0,0.0,7,0,0.54,0.0,6,0,0.46,0.0,9,0,0.69,0.0,15,0,1.15,0.0,1,0,0.08,0.0,4.15,0.0,1.23,0.0,10.38,0.0,1.67,0.0,0.69,0.0,6.23,0.0,4.153846153846154,,4.153846153846154,,1.2307692307692308,,1.2307692307692308,,10.384615384615383,,10.384615384615383,,1.6666666666666667,,1.6666666666666667,,0.6923076923076923,,6.230769230769231,
565895,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
565799,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
565702,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
565220,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
566372,10.3,0.0,8,0,0.77,0.0,5,0,0.48,0.0,7,0,0.68,0.0,11,0,1.06,0.0,1,0,0.1,0.0,4.35,0.0,1.45,0.0,9.58,0.0,1.57,0.0,0.87,0.0,6.1,0.0,4.35485275758954,,4.35485275758954,,1.45161758586318,,1.45161758586318,,9.580676066696988,,9.580676066696988,,1.5714285714285714,,1.5714285714285714,,0.870970551517908,,6.096793860625356,
567553,3.7,3.0,2,2,0.55,0.67,1,0,0.27,0.0,0,1,0.0,0.33,4,2,1.09,0.67,1,0,0.27,0.0,2.45,0.0,0.55,1.0,9.82,6.0,0.0,2.0,2.45,0.0,0.0,3.0,2.4545231406987207,0.0,2.4545231406987207,0.0,0.545449586821938,1.0,0.545449586821938,1.0,9.818092562794885,6.0,9.818092562794885,6.0,,2.0,,2.0,2.4545231406987207,0.0,0.0,3.0
567360,4.3,2.0,0,2,0.0,1.0,0,2,0.0,1.0,2,0,0.46,0.0,5,2,1.15,1.0,0,2,0.0,1.0,0.0,9.0,0.46,1.0,10.38,9.0,2.5,0.0,0.0,9.0,4.15,0.0,0.0,9.0,0.0,9.0,0.4615420118616297,1.0,0.4615420118616297,1.0,10.384695266886668,9.0,10.384695266886668,9.0,2.5,,2.5,,0.0,9.0,4.153878106754667,0.0
566865,3.0,3.0,2,1,0.67,0.33,2,0,0.67,0.0,0,1,0.0,0.33,8,3,2.67,1.0,1,0,0.33,0.0,6.0,0.0,0.67,0.67,24.0,9.0,0.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,24.0,9.0,24.0,9.0,,3.0,,3.0,3.0,0.0,0.0,3.0
566665,3.0,2.0,4,1,1.33,0.5,0,0,0.0,0.0,0,0,0.0,0.0,5,3,1.67,1.5,0,0,0.0,0.0,0.0,0.0,1.33,0.5,15.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.5,1.3333333333333333,0.5,15.0,13.5,15.0,13.5,,,,,0.0,0.0,0.0,0.0
566373,14.0,5.0,10,6,0.71,1.2,5,4,0.36,0.8,7,2,0.5,0.4,15,5,1.07,1.0,1,2,0.07,0.4,3.21,7.2,1.21,1.6,9.64,9.0,2.14,2.5,0.64,3.6,4.5,3.6,3.2142857142857144,7.2,3.2142857142857144,7.2,1.2142857142857142,1.6,1.2142857142857142,1.6,9.642857142857142,9.0,9.642857142857142,9.0,2.142857142857143,2.5,2.142857142857143,2.5,0.6428571428571429,3.6,4.5,3.6
566087,16.0,2.0,9,1,0.56,0.5,6,0,0.38,0.0,10,0,0.62,0.0,16,1,1.0,0.5,1,0,0.06,0.0,3.38,0.0,1.19,0.5,9.0,4.5,1.6,0.0,0.56,0.0,5.62,0.0,3.375,0.0,3.375,0.0,1.1875,0.5,1.1875,0.5,9.0,4.5,9.0,4.5,1.6,,1.6,,0.5625,0.0,5.625,0.0
565800,3.0,4.3,5,5,1.67,1.15,4,5,1.33,1.15,0,1,0.0,0.23,2,0,0.67,0.0,1,4,0.33,0.92,12.0,10.38,1.67,1.38,6.0,0.0,0.0,0.0,3.0,8.31,0.0,2.08,12.0,10.384695266886668,12.0,10.384695266886668,1.6666666666666667,1.384626035584889,1.6666666666666667,1.384626035584889,6.0,0.0,6.0,0.0,,0.0,,0.0,3.0,8.307756213509334,0.0,2.076939053377333
566276,3.0,1.0,1,1,0.33,1.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.67,0.0,0,0,0.0,0.0,0.0,0.0,0.33,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,6.0,0.0,6.0,0.0,,,,,0.0,0.0,0.0,0.0
566866,5.0,6.0,2,3,0.4,0.5,2,2,0.4,0.33,0,3,0.0,0.5,10,5,2.0,0.83,1,0,0.2,0.0,3.6,3.0,0.4,1.0,18.0,7.5,0.0,1.67,1.8,0.0,0.0,4.5,3.6,3.0,3.6,3.0,0.4,1.0,0.4,1.0,18.0,7.5,18.0,7.5,,1.6666666666666667,,1.6666666666666667,1.8,0.0,0.0,4.5
567554,9.7,7.7,10,3,1.03,0.39,6,1,0.62,0.13,4,2,0.41,0.26,11,6,1.14,0.78,3,1,0.31,0.13,5.59,1.17,1.45,0.65,10.24,7.04,2.75,3.0,2.79,1.17,3.72,2.35,5.5861876338357455,1.1739079395306975,5.5861876338357455,1.1739079395306975,1.4482708680314895,0.6521710775170543,1.4482708680314895,0.6521710775170543,10.241343995365533,7.043447637184187,10.241343995365533,7.043447637184187,2.75,3.0,2.75,3.0,2.7930938169178727,1.1739079395306975,3.72412508922383,2.3478158790613954
567457,3.3,4.0,2,3,0.6,0.75,0,1,0.0,0.25,1,4,0.3,1.0,4,5,1.2,1.25,0,1,0.0,0.25,0.0,2.25,0.9,1.75,10.8,11.25,4.0,1.25,0.0,2.25,2.7,9.0,0.0,2.25,0.0,2.25,0.900009000090001,1.75,0.900009000090001,1.75,10.80010800108001,11.25,10.80010800108001,11.25,4.0,1.25,4.0,1.25,0.0,2.25,2.700027000270002,9.0
567361,7.3,5.0,7,2,0.95,0.4,5,2,0.68,0.4,4,0,0.55,0.0,6,4,0.82,0.8,0,2,0.0,0.4,6.14,3.6,1.5,0.4,7.36,7.2,1.5,0.0,0.0,3.6,4.91,0.0,6.136391529052404,3.6,6.136391529052404,3.6,1.50000681821281,0.4,1.50000681821281,0.4,7.363669834862885,7.2,7.363669834862885,7.2,1.5,,1.5,,0.0,3.6,4.909113223241923,0.0
