favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
CIN,PIT,CIN,PIT,-0.5,136,-161.0,490,470,0.12490440989039,0.1197452229299363,201,221,0.0512362987509559,0.056305732484076436,12,19,0.0030588835075197555,0.004840764331210191,131,112,0.03339281162375733,0.028535031847133758,975,910,0.24853428498598013,0.2318471337579618,374,339,0.09533520265103237,0.08636942675159236,916,927,0.233,0.236,3923,3925,0.305,0.302,0.391,0.388,0.696,0.69,3.86,3.82,1041.2,1044.0,447,443,0.11394341065511089,0.11286624203821656,1.24,1.21,4397,4357,1534,1522,16.59,16.18,115,117,2.61,2.68,8.42,7.84,3.23,2.92,7.91,7.99,4.23,4.05,1.13,0.97
PIT,CIN,CIN,PIT,-1.5,200,-213.0,470,490,0.1197452229299363,0.12490440989039,221,201,0.056305732484076436,0.0512362987509559,19,12,0.004840764331210191,0.0030588835075197555,112,131,0.028535031847133758,0.03339281162375733,910,975,0.2318471337579618,0.24853428498598013,339,374,0.08636942675159236,0.09533520265103237,927,916,0.236,0.233,3925,3923,0.302,0.305,0.388,0.391,0.69,0.696,3.82,3.86,1044.0,1041.2,443,447,0.11286624203821656,0.11394341065511089,1.21,1.24,4357,4397,1522,1534,16.18,16.59,117,115,2.68,2.61,7.84,8.42,2.92,3.23,7.99,7.91,4.05,4.23,0.97,1.13
CLE,CWS,CLE,CWS,-1.5,131,-142.0,479,523,0.12361290322580645,0.13479381443298968,175,213,0.04516129032258064,0.054896907216494845,13,19,0.0033548387096774194,0.004896907216494845,124,125,0.032,0.03221649484536082,982,885,0.2534193548387097,0.22809278350515463,410,435,0.10580645161290322,0.11211340206185567,927,963,0.239,0.248,3875,3880,0.316,0.331,0.387,0.41,0.703,0.741,3.8,4.16,1033.2,1021.1,437,472,0.1127741935483871,0.12164948453608247,1.29,1.37,4373,4424,1500,1589,16.61,16.69,115,117,2.4,2.03,8.55,7.8,3.57,3.83,8.07,8.49,4.17,4.61,1.08,1.1
CLE,CWS,CLE,CWS,-0.5,115,-136.0,479,523,0.12361290322580645,0.13479381443298968,175,213,0.04516129032258064,0.054896907216494845,13,19,0.0033548387096774194,0.004896907216494845,124,125,0.032,0.03221649484536082,982,885,0.2534193548387097,0.22809278350515463,410,435,0.10580645161290322,0.11211340206185567,927,963,0.239,0.248,3875,3880,0.316,0.331,0.387,0.41,0.703,0.741,3.8,4.16,1033.2,1021.1,437,472,0.1127741935483871,0.12164948453608247,1.29,1.37,4373,4424,1500,1589,16.61,16.69,115,117,2.4,2.03,8.55,7.8,3.57,3.83,8.07,8.49,4.17,4.61,1.08,1.1
SF,WAS,SF,WAS,-0.5,107,-131.0,469,641,0.11985688729874776,0.16057114228456915,201,198,0.051367237413749045,0.04959919839679359,17,26,0.00434449271658574,0.006513026052104208,101,144,0.02581139790442116,0.036072144288577156,999,879,0.25530283669818554,0.22019038076152306,373,388,0.095323281369793,0.09719438877755511,947,1086,0.242,0.272,3913,3992,0.313,0.344,0.38,0.443,0.693,0.787,3.62,5.34,1036.0,1019.1,417,605,0.10656785075389727,0.15155310621242485,1.27,1.45,4376,4506,1485,1768,16.25,17.07,116,116,2.68,2.27,8.68,7.76,3.24,3.43,8.23,9.59,4.07,5.66,0.88,1.27
SF,WAS,SF,WAS,-1.5,141,-152.0,469,641,0.11985688729874776,0.16057114228456915,201,198,0.051367237413749045,0.04959919839679359,17,26,0.00434449271658574,0.006513026052104208,101,144,0.02581139790442116,0.036072144288577156,999,879,0.25530283669818554,0.22019038076152306,373,388,0.095323281369793,0.09719438877755511,947,1086,0.242,0.272,3913,3992,0.313,0.344,0.38,0.443,0.693,0.787,3.62,5.34,1036.0,1019.1,417,605,0.10656785075389727,0.15155310621242485,1.27,1.45,4376,4506,1485,1768,16.25,17.07,116,116,2.68,2.27,8.68,7.76,3.24,3.43,8.23,9.59,4.07,5.66,0.88,1.27
ARI,COL,COL,ARI,-1.5,-219,,572,752,0.14246575342465753,0.18363858363858365,242,246,0.06027397260273973,0.060073260073260075,18,26,0.00448318804483188,0.006349206349206349,145,172,0.0361145703611457,0.042002442002442006,959,757,0.23885429638854297,0.18485958485958487,374,407,0.09315068493150686,0.09938949938949938,1022,1231,0.255,0.301,4015,4095,0.324,0.366,0.432,0.499,0.756,0.865,4.54,6.02,1040.2,1012.1,525,677,0.1307596513075965,0.16532356532356532,1.34,1.62,4480,4604,1735,2045,16.47,17.03,117,116,2.56,1.86,8.29,6.73,3.23,3.62,8.84,10.94,4.95,6.69,1.25,1.53
MIL,NYM,NYM,MIL,-1.5,181,-205.0,449,476,0.1164117189525538,0.12130479102956167,164,172,0.04252009333679025,0.04383282364933741,12,17,0.00311122634171636,0.004332313965341488,126,105,0.032667876588021776,0.026758409785932722,1010,996,0.26186155042779363,0.25382262996941896,386,417,0.1000777806585429,0.10626911314984709,889,938,0.23,0.239,3857,3924,0.305,0.319,0.377,0.372,0.682,0.691,3.61,3.67,1032.1,1038.0,414,423,0.10733730878921441,0.10779816513761468,1.24,1.31,4329,4440,1455,1459,16.44,16.92,116,116,2.62,2.39,8.81,8.64,3.37,3.62,7.75,8.13,3.91,4.13,1.1,0.91
MIL,NYM,NYM,MIL,-0.5,119,-142.0,449,476,0.1164117189525538,0.12130479102956167,164,172,0.04252009333679025,0.04383282364933741,12,17,0.00311122634171636,0.004332313965341488,126,105,0.032667876588021776,0.026758409785932722,1010,996,0.26186155042779363,0.25382262996941896,386,417,0.1000777806585429,0.10626911314984709,889,938,0.23,0.239,3857,3924,0.305,0.319,0.377,0.372,0.682,0.691,3.61,3.67,1032.1,1038.0,414,423,0.10733730878921441,0.10779816513761468,1.24,1.31,4329,4440,1455,1459,16.44,16.92,116,116,2.62,2.39,8.81,8.64,3.37,3.62,7.75,8.13,3.91,4.13,1.1,0.91
PHI,TEX,PHI,TEX,-0.5,-121,101.0,459,419,0.11643835616438356,0.1077952148186262,169,158,0.04287163876204972,0.04064831489580654,13,12,0.003297818366311517,0.0030872137895549268,128,111,0.032470826991374935,0.028556727553383073,1060,968,0.2688990360223237,0.24903524569076407,315,353,0.07990867579908675,0.0908155389760741,960,876,0.244,0.225,3942,3887,0.304,0.293,0.39,0.358,0.694,0.651,3.72,3.28,1033.1,1049.1,427,382,0.10832064941653982,0.09827630563416516,1.23,1.17,4329,4312,1539,1391,16.17,15.76,114,116,3.37,2.74,9.23,8.3,2.74,3.03,8.36,7.51,4.0,3.59,1.11,0.95
