game_pk,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9,home_bp_era_rolling_5,away_bp_era_rolling_5,home_bp_era_rolling_10,away_bp_era_rolling_10,home_bp_whip_rolling_5,away_bp_whip_rolling_5,home_bp_whip_rolling_10,away_bp_whip_rolling_10,home_bp_k_per_9_rolling_5,away_bp_k_per_9_rolling_5,home_bp_k_per_9_rolling_10,away_bp_k_per_9_rolling_10,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10,home_bp_hr_per_9_rolling_10,away_bp_hr_per_9_rolling_10,home_bp_bb_per_9_rolling_5,away_bp_bb_per_9_rolling_5
634615,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634618,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634622,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634625,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634630,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634634,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634636,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634638,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634640,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634642,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634645,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634652,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634655,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634631,3.0,2.7,1,4,0.33,1.5,0,0,0.0,0.0,1,2,0.33,0.75,4,2,1.33,0.75,0,0,0.0,0.0,0.0,0.0,0.67,2.25,12.0,6.75,4.0,1.0,0.0,0.0,3.0,6.75,0.0,0.0,0.0,0.0,0.6666666666666666,2.249971875351558,0.6666666666666666,2.249971875351558,12.0,6.749915626054674,12.0,6.749915626054674,4.0,1.0,4.0,1.0,0.0,0.0,3.0,6.749915626054674
634627,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
634605,3.7,3.0,5,3,1.36,1.0,5,0,1.36,0.0,4,3,1.09,1.0,2,6,0.55,2.0,2,0,0.55,0.0,12.27,0.0,2.45,2.0,4.91,18.0,0.5,2.0,4.91,0.0,9.82,9.0,12.272615703493605,0.0,12.272615703493605,0.0,2.4545231406987207,2.0,2.4545231406987207,2.0,4.909046281397441,18.0,4.909046281397441,18.0,0.5,2.0,0.5,2.0,4.909046281397441,0.0,9.818092562794885,9.0
634653,5.0,2.3,9,1,1.8,0.43,4,2,0.8,0.86,2,2,0.4,0.86,4,2,0.8,0.86,0,0,0.0,0.0,7.2,7.71,2.2,1.29,7.2,7.71,2.0,1.0,0.0,0.0,3.6,7.71,7.2,7.714395919941714,7.2,7.714395919941714,2.2,1.2857326533236189,2.2,1.2857326533236189,7.2,7.714395919941714,7.2,7.714395919941714,2.0,1.0,2.0,1.0,0.0,0.0,3.6,7.714395919941714
634578,4.0,2.3,2,3,0.5,1.29,1,5,0.25,2.14,1,7,0.25,3.0,5,3,1.25,1.29,1,0,0.25,0.0,2.25,19.29,0.75,4.29,11.25,11.57,5.0,0.43,2.25,0.0,2.25,27.0,2.25,19.285989799854285,2.25,19.285989799854285,0.75,4.28577551107873,0.75,4.28577551107873,11.25,11.571593879912571,11.25,11.571593879912571,5.0,0.4285714285714285,5.0,0.4285714285714285,2.25,0.0,2.25,27.000385719796
634576,4.3,4.0,4,3,0.92,0.75,0,2,0.0,0.5,0,2,0.0,0.5,6,4,1.38,1.0,2,0,0.46,0.0,0.0,4.5,0.92,1.25,12.46,9.0,0.0,2.0,4.15,0.0,0.0,4.5,0.0,4.5,0.0,4.5,0.9230840237232594,1.25,0.9230840237232594,1.25,12.461634320264,9.0,12.461634320264,9.0,,2.0,,2.0,4.153878106754667,0.0,0.0,4.5
634602,3.0,3.0,3,2,1.0,0.67,1,0,0.33,0.0,1,1,0.33,0.33,5,3,1.67,1.0,1,0,0.33,0.0,3.0,0.0,1.33,1.0,15.0,9.0,5.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,1.3333333333333333,1.0,1.3333333333333333,1.0,15.0,9.0,15.0,9.0,5.0,3.0,5.0,3.0,3.0,0.0,3.0,3.0
634654,5.7,4.7,2,4,0.35,0.86,1,0,0.18,0.0,1,3,0.18,0.64,7,4,1.24,0.86,1,0,0.18,0.0,1.59,0.0,0.53,1.5,11.12,7.71,7.0,1.33,1.59,0.0,1.59,5.79,1.5882259516120494,0.0,1.5882259516120494,0.0,0.5294086505373499,1.499989285790816,0.5294086505373499,1.499989285790816,11.117581661284346,7.714230612638482,11.117581661284346,7.714230612638482,7.0,1.3333333333333333,7.0,1.3333333333333333,1.5882259516120494,0.0,1.5882259516120494,5.785672959478862
634646,9.0,7.7,9,6,1.0,0.78,5,2,0.56,0.26,4,5,0.44,0.65,11,10,1.22,1.3,1,1,0.11,0.13,5.0,2.35,1.44,1.43,11.0,11.74,2.75,2.0,1.0,1.17,4.0,5.87,5.0,2.3478158790613954,5.0,2.3478158790613954,1.4444444444444444,1.4347763705375194,1.4444444444444444,1.4347763705375194,11.0,11.739079395306977,11.0,11.739079395306977,2.75,2.0,2.75,2.0,1.0,1.1739079395306975,4.0,5.869539697653488
